Label,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Head,246.2,-0.164147,1.173951,-7.166207,4.974178,273.8114,353.3182
Head,246.44,-0.1642636,1.174476,-7.167147,5.512773,273.7445,353.7998
Head,246.68,-0.1646886,1.174276,-7.165715,5.459832,273.7004,353.6925
Head,246.9,-0.1650177,1.174361,-7.16521,5.449749,273.5983,353.3563
Head,247.12,-0.1654996,1.174538,-7.161645,5.95363,274.1578,353.2298
Head,247.36,-0.1658408,1.174458,-7.160135,5.561743,274.6248,353.8318
Head,247.58,-0.165629,1.173718,-7.159403,4.821904,274.7098,353.3778
Head,247.82,-0.1662564,1.173712,-7.158778,5.363217,274.6501,353.1078
Head,248.04,-0.1669895,1.1729,-7.159112,6.085073,274.1529,351.8109
Head,248.26,-0.1673835,1.172992,-7.158007,6.179635,274.101,351.7996
Head,248.5,-0.1670957,1.173043,-7.159818,6.187979,274.082,352.0475
Head,248.72,-0.1673181,1.173082,-7.158532,6.095456,274.2192,351.9597
Head,248.96,-0.1670446,1.17301,-7.159803,6.107038,274.1775,352.1011
Head,249.18,-0.1671647,1.173038,-7.159375,6.09155,274.2665,352.1636
Head,249.42,-0.1671105,1.173003,-7.159059,6.066641,274.3855,352.2744
Head,249.64,-0.1668428,1.17289,-7.159879,5.970308,274.4188,352.502
Head,249.88,-0.1666895,1.17306,-7.16058,5.955292,274.3917,352.591
Head,250.1,-0.1669878,1.173288,-7.160484,5.887826,274.5043,352.644
Head,250.34,-0.1659885,1.173365,-7.161136,5.859363,274.6015,352.7825
Head,250.56,-0.166261,1.17351,-7.16116,5.720553,274.6709,352.843
Head,250.78,-0.1668057,1.173595,-7.160947,5.818884,274.7733,352.8951
Head,251.02,-0.1669149,1.173497,-7.160493,5.804914,274.8434,352.8118
Head,251.24,-0.1668375,1.173325,-7.160662,5.812836,274.8659,352.9292
Head,251.48,-0.1666816,1.173167,-7.160934,5.802689,274.9246,353.0174
Head,251.7,-0.1668245,1.173134,-7.161013,5.854386,274.9068,352.9991
Head,251.94,-0.1669214,1.172977,-7.161203,5.906324,274.935,353.0832
Head,252.16,-0.1668332,1.172683,-7.161378,5.776493,274.9487,353.0926
Head,252.38,-0.166748,1.172638,-7.161944,5.713274,274.9406,353.104
Head,252.62,-0.1666918,1.172577,-7.162003,5.637294,274.9838,353.121
Head,252.84,-0.1667922,1.172559,-7.161802,5.65136,274.9898,353.0909
Head,253.06,-0.166902,1.172604,-7.161897,5.760602,275.0087,353.1636
Head,253.28,-0.1668858,1.172573,-7.162181,5.806664,275.0077,353.1883
Head,253.5,-0.1668589,1.172827,-7.162283,5.83313,275.0518,353.2949
Head,253.72,-0.1666919,1.172893,-7.162315,5.74088,275.0913,353.3008
Head,253.94,-0.166548,1.172868,-7.162399,5.790064,275.0979,353.3083
Head,254.18,-0.1665797,1.172938,-7.16232,5.804505,275.1288,353.3183
Head,254.4,-0.1667148,1.172961,-7.162255,5.768753,275.155,353.3486
Head,254.64,-0.1666077,1.172928,-7.162317,5.729972,275.149,353.3003
Head,254.86,-0.166729,1.172945,-7.162115,5.667906,275.1878,353.3094
Head,255.1,-0.1666958,1.172897,-7.161826,5.59661,275.1961,353.2291
Head,255.32,-0.1669391,1.173009,-7.162223,5.834211,275.1346,353.2731
Head,255.56,-0.1670849,1.172899,-7.161846,5.730173,275.1792,353.2219
Head,255.78,-0.1668926,1.172857,-7.162075,5.671643,275.2145,353.2106
Head,256,-0.1667393,1.172816,-7.16203,5.629023,275.2234,353.2543
Head,256.24,-0.1671254,1.172979,-7.162631,5.947023,275.1443,353.3473
Head,256.48,-0.1670596,1.172732,-7.162132,5.471114,275.19,353.1043
Head,256.7,-0.1673075,1.172916,-7.16238,5.859597,275.1636,353.3045
Head,256.92,-0.1671773,1.172746,-7.16214,5.628617,275.1737,353.2071
Head,257.16,-0.1672999,1.172766,-7.161983,5.659354,275.1763,353.1049
Head,257.38,-0.1671807,1.172568,-7.162194,5.656615,275.1821,353.1544
Head,257.62,-0.1670453,1.172427,-7.162069,5.651192,275.1986,353.16
Head,257.84,-0.1670508,1.172433,-7.162205,5.61618,275.1839,353.1595
Head,258.08,-0.1668781,1.172367,-7.161438,5.51655,275.2327,353.0797
Head,258.3,-0.1660432,1.172299,-7.162879,5.506661,275.1825,353.1342
Head,258.54,-0.166539,1.172341,-7.162278,5.566443,275.2236,353.2231
Head,258.76,-0.1667688,1.17242,-7.161963,5.660287,275.2151,353.149
Head,258.98,-0.1668412,1.172392,-7.162278,5.660855,275.2375,353.1705
Head,259.22,-0.1670134,1.172558,-7.162114,5.665045,275.2605,353.1864
Head,259.46,-0.1670456,1.17253,-7.162122,5.683239,275.2645,353.2649
Head,259.68,-0.1669999,1.172403,-7.16227,5.678018,275.2767,353.2589
Head,259.9,-0.167044,1.172483,-7.162193,5.685492,275.2822,353.2612
Head,260.12,-0.1674047,1.172662,-7.162212,6.122374,275.1668,353.2225
Head,260.36,-0.1673502,1.17257,-7.162265,6.019769,275.137,353.1173
Head,260.58,-0.1679723,1.17274,-7.161773,6.432226,274.8846,353.0922
Head,260.82,-0.1680603,1.17263,-7.161903,6.567432,274.7488,353.4101
Head,261.04,-0.1709038,1.173892,-7.162215,7.777164,272.166,354.3193
Head,261.28,-0.1773451,1.174176,-7.158835,10.42656,268.2011,353.427
Head,261.5,-0.1827233,1.173218,-7.155467,7.649049,265.7136,355.0237
Head,261.74,-0.2043023,1.207302,-7.143992,11.81502,263.778,341.0158
Head,261.96,-0.2455073,1.246576,-7.147062,4.107298,263.5913,339.6084
Head,262.2,-0.2662954,1.246742,-7.17418,357.1984,259.9099,343.6781
Head,262.42,-0.2434213,1.214168,-7.200932,0.8449643,255.4016,339.297
Head,262.66,-0.2793747,1.225354,-7.220964,1.437153,251.6055,340.5897
Head,262.88,-0.4114474,1.273546,-7.239868,355.678,254.4416,338.5754
Head,263.12,-0.5498598,1.311992,-7.247017,344.2924,255.6562,346.4993
Head,263.34,-0.6685716,1.328375,-7.270297,343.1752,249.5712,351.1385
Head,263.58,-0.8058117,1.327743,-7.328069,342.9046,249.0722,355.7365
Head,263.8,-0.8891156,1.317685,-7.360426,344.9624,252.8638,357.5572
Head,264.02,-0.9302242,1.312614,-7.361277,347.9518,253.7606,358.7575
Head,264.26,-0.954989,1.309043,-7.363264,350.9574,252.342,2.003967
Head,264.48,-0.9686486,1.308353,-7.364629,353.2302,251.7992,2.432204
Head,264.72,-0.9770828,1.307505,-7.367196,355.6568,250.4162,0.9839527
Head,264.94,-0.983001,1.307197,-7.369433,359.3893,248.7323,0.6775129
Head,265.18,-0.9867208,1.307917,-7.370116,359.1512,246.0858,0.2743954
Head,265.4,-0.9868309,1.307861,-7.369956,359.1491,246.0941,359.9844
Head,265.64,-0.9866211,1.307777,-7.370282,359.1813,246.1508,0.3076916
Head,265.86,-0.9865284,1.307867,-7.370189,359.1802,246.1429,0.2554903
Head,266.08,-0.9865553,1.307878,-7.370098,359.1954,246.1288,0.2387938
Head,266.32,-0.9870442,1.308236,-7.369747,359.7848,245.8948,359.6876
Head,266.54,-0.9759558,1.324818,-7.359546,14.50805,248.3536,357.5903
Head,266.78,-0.9952919,1.383,-7.291335,18.71016,256.6094,356.6935
Head,267,-1.06603,1.461862,-7.176199,19.65484,249.7483,4.820322
Head,267.24,-1.168381,1.491335,-7.074244,20.54658,261.9184,3.596642
Head,267.46,-1.26952,1.465054,-7.004784,16.46455,260.4557,4.256227
Head,267.7,-1.336746,1.42173,-6.970998,13.61179,255.1266,5.481647
Head,267.92,-1.355121,1.384754,-6.955858,13.99567,256.3431,9.185586
Head,268.16,-1.358309,1.368107,-6.956645,18.15751,258.8621,7.784862
Head,268.38,-1.367873,1.342074,-6.961158,15.61977,254.4621,3.597972
Head,268.62,-1.366088,1.330901,-6.959858,18.55413,256.045,4.783459
Head,268.84,-1.360914,1.323482,-6.960416,18.71016,256.3149,3.91777
Head,269.06,-1.356727,1.318913,-6.963446,14.40924,256.5919,0.9779001
Head,269.3,-1.352928,1.304724,-6.970106,359.9149,259.8296,1.488662
Head,269.52,-1.352319,1.304369,-6.969122,359.1568,260.1446,0.5346368
Head,269.76,-1.352543,1.304513,-6.968921,359.3757,260.0168,0.1911433
